what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316602971787
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316602990135
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316602990197
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316602990226
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316602990315
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316602999305
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603006220
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1316603018591
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316603020270
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603021479
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603023245
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603035957
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603036927
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316603040914
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1316603041753
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603042146
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603043190
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603049201
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603174093
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603177129
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603181443
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1316603182631
opened,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316603184648
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316603184781
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316603193030
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1316603193658
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603194144
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603195598
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603198331
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603208540
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316603227838
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316603229295
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603229732
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603232853
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603233374
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603237806
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316603240791
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316603241025
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316603241243
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316603241464
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316603241642
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316603241845
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316603242123
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316603242329
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316603242610
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316603243235
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316603243585
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316603244616
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603245161
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603259783
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1316603261525
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1316603261762
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1316603262151
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1316603262456
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1316603262987
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1316603263333
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1316603263732
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1316603264119
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316603266671
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603270479
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603275304
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316603275839
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316603276011
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316603276198
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316603276385
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316603276538
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316603276720
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316603276915
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316603277112
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316603277482
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316603277762
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316603280770
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603283263
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603351530
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316603353385
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316603360191
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603363202
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603379448
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316603382973
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316603383145
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316603383644
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316603383987
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316603384502
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603386794
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603392545
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1316603392576
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316603395525
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603401531
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603508371
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316603510610
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603512825
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603517552
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603520298
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603525836
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603530500
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603532278
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201106081058,"org.eclipse.cdt.codan.checkers.ui",1316603558560
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316603569074
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603569620
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603572194
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603575227
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603575290
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603575305
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603575337
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316603588910
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1316603600336
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316603600772
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316603601084
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603601740
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603604298
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603607340
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603672454
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1316603701735
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1316603705276
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316603706602
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316603707008
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603707944
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603709816
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1316603712692
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316603713263
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316603713513
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603774252
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603850714
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316603858684
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316604545620
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316604657507
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316604658844
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316604659201
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316604731188
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316604735961
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316604737131
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316604738161
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316604741796
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1316604745992
opened,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316604749175
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316604749284
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316604751109
closed,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316604751109
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1316604751905
opened,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316604752170
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316604752279
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1316604757661
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316604758223
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316604771515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316604772670
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316604774713
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316604791332
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316604805195
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1316604805226
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316604805913
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316604810343
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316604812823
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316604814664
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316604815304
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316604815460
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316604816692
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316604819360
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316604820421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316604821731
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316604822464
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1316604827706
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316604829984
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316604835108
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316604836153
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316604844691
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316604844894
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316604845378
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1316604854707
opened,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316604854925
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316604855019
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316604858653
closed,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316604858653
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1316604861758
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316604862351
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316604863068
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1316604888718
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1316604889015
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1316604889233
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1316604889576
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1316604889810
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1316604890575
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1316604891867
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1316604892842
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316604894402
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1316604907709
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316604908848
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1316604920225
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316604927713
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316604933521
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316604941726
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316604950696
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316604954835
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316604962466
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316604965586
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316604974135
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316604974962
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1316604976357
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316604977949
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316604978932
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1316605000351
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316605001583
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605003096
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605004048
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316605004453
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316605004812
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605016470
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605017296
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316605020001
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316605028227
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316605029070
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316605029772
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316605031457
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605040817
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605042673
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316605059682
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316605062787
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605074924
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605076733
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605087659
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605088096
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605093026
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605098564
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605102667
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605106442
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605119546
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605125068
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1316605129109
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316605130403
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605134163
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605140871
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1316605145607
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316605146730
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1316605154031
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316605156667
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316605158602
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605159444
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605192937
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316605196322
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316605201268
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605202640
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605203576
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605204013
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605229234
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316605230903
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316605237315
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605240232
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605248380
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605258738
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605262670
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1316605267131
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316605272665
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605291468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316605292139
